Tiempo,Dilatacion,Temperatura,Densidad
125,68,126,160
117,79,4,169
124,47,34,15
27,6,53,163
123,172,71,69
167,173,175,46
95,174,68,149
87,91,38,68
14,119,58,48
165,83,153,139
152,151,98,10
164,68,20,196
152,13,95,143
60,46,71,84
198,196,8,95
25,56,42,69
135,58,161,193
177,33,46,143
96,1,195,74
52,50,181,115
99,50,35,180
89,90,1,191
42,106,112,139
84,78,31,120
161,148,103,174
130,31,55,80
105,12,107,183
62,4,89,71
161,41,48,187
39,118,91,21
90,142,69,171
16,172,74,104
173,40,32,135
146,187,86,142
176,149,41,115
83,103,159,42
71,5,51,3
182,135,153,173
175,9,49,99
173,33,169,126
113,101,189,89
21,198,46,27
59,97,151,21
50,75,130,57
89,47,173,13
163,171,155,8
62,95,74,36
165,176,34,163
173,147,45,108
54,37,19,132
181,33,124,80
45,53,130,158
93,60,139,10
7,176,4,26
89,111,159,193
180,121,115,34
24,124,20,179
187,153,166,108
190,87,77,74
139,15,120,34
100,160,7,164
123,145,154,184
168,33,74,82
105,146,29,121
26,59,55,156
0,21,31,28
3,58,183,146
107,106,172,95
85,33,146,186
108,162,64,128
66,181,56,79
22,198,123,15
179,183,40,80
71,99,178,198
104,137,29,5
111,3,39,180
93,63,121,178
146,66,72,32
136,84,102,2
140,101,72,142
181,107,57,56
191,194,185,88
71,142,60,94
102,86,118,41
183,69,83,166
40,132,2,166
86,25,72,105
12,157,91,173
137,198,8,72
140,84,40,181
76,132,70,59
41,34,133,154
84,129,162,45
186,192,54,174
143,76,75,190
154,150,190,185
126,98,14,191
124,131,188,28
187,22,40,190
1,19,40,12
37,24,30,105
9,119,37,14
193,182,40,89
4,180,195,16
179,9,104,190
131,38,92,141
126,167,67,52
98,136,3,161
136,150,57,170
167,53,113,143
71,148,144,48
15,77,26,116
59,72,48,154
126,8,11,167
12,127,13,131
87,105,111,102
93,126,129,27
72,87,176,7
175,104,5,131
63,197,82,189
188,141,163,139
193,145,54,68
126,33,146,87
181,149,6,38
149,186,59,22
91,39,15,22
180,68,181,123
138,21,143,27
151,15,183,29
9,37,171,146
77,43,155,41
173,33,77,130
178,84,52,147
8,121,37,157
120,144,49,44
12,64,144,194
162,10,65,68
98,8,80,174
26,34,170,182
135,140,182,89
77,65,36,16
29,122,83,152
46,47,129,178
164,136,32,40
171,113,180,143
67,56,149,177
65,30,67,169
135,42,194,178
121,74,113,194
7,121,95,112
64,178,15,4
36,177,22,19
79,97,58,149
120,180,156,135
194,129,126,88
99,144,154,132
151,9,79,10
20,37,160,171
62,8,0,97
136,167,36,154
92,155,16,173
158,199,72,111
92,96,13,75
171,57,141,198
38,58,86,113
188,131,102,90
110,178,49,79
131,76,55,145
0,39,48,173
52,198,70,12
165,51,42,0
19,125,180,9
86,120,162,159
124,52,141,123
94,70,29,78
69,108,103,58
67,42,34,82
161,57,172,51
190,192,45,121
139,61,30,66
167,2,27,140
72,25,61,64
19,27,13,3
5,111,77,101
46,146,85,119
93,29,105,95
161,78,5,51
11,151,87,84
190,152,72,33
169,157,185,58
123,195,14,71
8,78,71,128
67,160,197,30
138,31,170,149
134,173,143,53
25,95,190,66
15,166,139,119
18,159,98,83
71,180,24,62
142,39,27,181
108,30,63,153
58,152,189,159
95,86,102,68
38,5,90,106
16,37,188,59
130,15,133,182
72,121,83,101
51,100,29,92
2,33,156,54
15,23,146,66
87,76,35,129
121,27,144,2
69,174,101,31
30,120,2,21
180,72,14,64
79,163,92,169
79,106,49,92
82,167,63,4
28,47,69,125
119,5,56,31
199,154,47,49
178,57,26,33
41,167,59,92
23,30,145,171
60,167,46,104
104,14,9,75
87,118,127,59
125,27,158,25
26,160,173,122
191,11,27,157
130,156,67,43
110,17,19,68
12,185,103,19
167,154,36,113
5,29,6,3
80,187,82,83
78,94,153,42
9,59,147,92
66,179,127,161
7,81,63,93
93,124,134,11
97,195,59,93
180,26,192,140
177,110,197,190
165,65,44,57
92,38,101,129
181,125,107,194
54,159,80,175
73,18,162,0
181,7,132,136
104,127,171,84
53,84,77,119
175,94,141,180
4,3,98,26
168,149,177,63
34,132,39,156
137,160,128,55
52,45,26,112
145,171,106,35
58,37,18,14
110,192,102,116
109,17,166,55
27,158,136,3
192,10,187,193
67,160,83,126
3,85,102,144
175,12,53,24
95,85,105,116
37,67,142,20
72,70,169,161
98,38,69,110
136,91,125,124
47,3,93,27
53,144,68,1
189,59,101,5
180,119,159,177
152,81,150,144
53,111,57,116
21,188,96,11
117,155,85,6
101,163,61,74
189,50,4,147
86,1,139,0
154,185,157,1
54,103,194,136
148,113,49,196
16,32,115,94
185,58,37,186
62,154,111,20
146,129,170,62
62,139,162,189
59,26,84,95
151,143,154,122
168,13,100,74
51,105,108,40
105,154,47,79
11,196,25,76
65,70,19,90
195,22,108,23
156,86,146,183
199,86,16,169
128,125,79,153
49,183,182,152
29,180,59,187
106,136,112,128
193,28,101,111
118,24,172,113
69,93,163,20
55,31,3,21
46,17,173,165
113,122,40,145
48,66,10,50
65,128,118,131
4,124,9,58
171,12,197,36
77,20,100,4
152,148,88,31
116,81,72,143
18,65,190,160
147,85,96,3
183,184,198,70
74,16,161,92
128,3,109,92
114,186,66,89
86,160,60,93
186,77,44,81
27,141,145,88
10,25,16,61
82,165,108,25
41,25,190,163
79,92,132,22
189,43,158,110
93,10,150,41
160,155,14,56
47,121,11,39
53,99,148,173
21,183,59,55
111,4,168,191
179,171,39,156
34,194,5,4
72,101,25,77
192,107,35,179
135,197,190,90
139,85,54,186
137,119,59,39
78,199,188,69
7,126,151,48
19,190,184,183
118,83,180,77
196,4,126,121
96,82,108,122
154,144,142,41
58,138,34,169
74,196,183,18
41,162,152,169
154,124,80,125
89,175,65,113
76,83,89,179
35,199,144,53
139,175,49,55
91,45,49,13
135,58,54,190
58,78,131,93
59,46,72,116
151,31,9,169
44,111,11,145
175,80,29,81
65,77,113,62
23,71,99,168
8,158,129,110
177,137,59,91
36,196,154,139
133,76,190,57
120,25,190,19
134,121,180,140
82,27,114,168
41,13,144,122
83,121,24,185
167,169,10,137
65,19,5,115
32,101,195,163
87,19,129,171
183,130,144,51
52,138,194,94
90,109,5,153
8,4,113,193
114,149,154,160
135,68,143,164
36,147,88,106
70,3,60,122
147,77,59,105
160,173,138,94
193,73,114,89
75,46,34,8
44,106,16,130
84,153,180,131
114,23,166,30
142,3,55,181
82,63,158,42
100,174,176,72
178,108,34,133
127,151,130,165
23,180,125,186
50,76,63,187
56,147,6,148
195,33,141,73
198,92,170,131
44,72,144,17
2,38,1,147
23,33,163,44
112,158,136,7
64,147,161,23
132,115,4,142
8,166,103,168
85,121,106,71
34,143,61,133
17,94,185,147
41,73,56,66
124,58,38,140
69,44,146,4
17,42,68,56
174,56,27,39
93,199,185,113
50,90,15,143
139,31,72,8
199,40,22,169
182,42,198,61
100,180,84,76
124,140,145,135
189,153,181,0
37,159,161,114
100,16,119,116
31,159,4,61
49,98,150,33
157,20,195,184
162,151,133,128
172,8,76,9
197,174,48,8
194,49,147,2
109,167,175,185
137,19,89,86
89,58,195,192
152,184,93,98
113,6,196,13
40,187,97,95
174,157,70,111
181,77,80,50
72,188,136,177
12,31,84,1
113,133,136,159
94,66,31,173
97,159,47,24
21,181,99,184
13,175,2,36
193,188,87,124
55,3,194,142
14,134,198,87
177,98,116,33
191,39,114,119
88,99,44,87
8,162,5,199
131,12,63,11
194,84,94,148
95,26,163,129
55,189,102,155
37,22,73,151
32,138,170,156
101,8,196,35
64,154,118,121
104,94,145,114
55,64,11,187
47,28,82,11
79,165,24,13
128,174,65,30
61,1,192,77
27,177,189,48
151,55,10,139
51,193,79,110
112,151,147,170
56,160,150,23
147,100,31,37
138,189,9,183
45,150,7,35
17,185,24,105
71,121,109,158
169,19,149,128
199,137,68,165
56,12,74,34
57,36,50,54
33,20,154,91
52,67,33,41
59,155,128,69
48,52,192,193
55,172,22,135
165,54,183,58
8,132,156,29
198,125,58,90
131,176,181,56
21,9,19,157
173,44,119,6
163,43,183,10
141,140,96,68
70,180,27,31
27,65,91,191
16,50,56,80
92,17,145,110
17,170,184,114
157,84,160,136
178,130,57,69
168,174,57,10
146,15,95,8
105,72,91,186
32,93,60,171
30,31,184,29
126,149,134,129
7,161,89,176
106,109,101,78
173,9,128,103
197,157,193,141
161,189,9,149
89,161,65,27
120,86,166,20
169,94,111,91
25,162,38,133
16,30,150,181
20,191,63,175
134,199,91,130
104,111,125,113
105,58,86,146
162,149,61,129
48,72,99,95
5,55,198,2
136,149,9,78
164,101,108,190
17,51,156,192
175,176,83,101
130,187,103,47
83,119,74,163
179,115,180,109
108,198,128,146
178,146,101,30
143,105,18,145
43,162,104,60
57,98,136,143
137,78,192,104
147,192,62,144
128,4,7,199
67,74,45,54
43,165,195,17
160,116,195,17
161,183,83,137
100,71,156,35
142,178,125,127
164,88,6,185
108,75,39,30
32,57,191,150
125,152,130,0
95,27,72,98
136,25,104,180
36,66,146,75
45,137,104,71
75,84,139,184
67,28,41,44
150,162,62,163
93,69,107,141
186,94,146,182
178,10,129,7
180,172,182,139
188,161,3,44
116,186,42,32
112,34,151,128
106,93,144,149
114,154,9,50
37,71,195,28
146,154,8,194
69,175,104,184
58,81,106,52
32,164,80,72
49,63,55,194
14,79,152,155
59,186,57,128
53,18,134,106
166,191,98,125
145,66,27,104
57,88,160,93
153,105,137,67
44,120,57,38
87,116,150,21
77,46,69,56
74,2,3,27
170,20,59,7
14,53,180,62
102,182,191,41
123,126,173,37
42,99,149,84
150,152,11,100
46,180,172,95
48,149,128,148
48,49,93,94
86,56,28,54
9,174,48,103
66,107,93,137
124,172,0,44
26,182,121,12
136,107,19,103
181,186,152,77
175,160,199,124
147,187,109,71
37,148,35,87
133,75,37,199
157,189,78,104
87,192,50,182
30,112,12,35
56,180,51,163
143,89,17,15
49,93,132,82
95,17,139,62
10,3,164,16
10,130,16,93
129,149,133,65
157,151,141,29
166,42,7,73
162,121,106,26
121,76,28,138
138,103,117,180
85,182,150,16
158,167,61,102
148,80,165,183
151,134,16,4
87,62,49,3
20,57,92,130
30,164,80,40
157,3,107,100
132,100,169,186
7,88,186,148
116,139,112,12
141,171,37,167
80,157,51,90
194,37,159,92
154,80,147,4
180,126,0,78
63,103,38,68
120,198,105,98
190,81,3,40
166,71,113,54
156,148,92,193
114,174,194,193
96,34,123,99
25,196,35,151
68,75,30,89
59,72,89,56
93,106,80,21
180,147,136,36
59,70,103,105
133,122,38,44
185,161,176,101
113,17,197,49
123,69,110,96
192,49,73,46
0,136,109,157
120,38,135,8
107,76,114,9
178,29,86,5
175,24,189,72
13,39,162,142
55,150,4,36
187,196,18,65
73,67,70,113
139,53,40,88
72,64,55,93
157,34,135,164
76,27,175,6
55,65,40,29
33,169,133,125
35,185,159,168
97,10,110,167
166,81,47,7
144,190,139,193
198,87,41,136
44,108,8,31
178,157,61,180
0,122,50,194
112,130,163,149
41,32,147,150
49,10,75,107
183,84,10,28
102,158,138,61
60,166,106,66
4,54,176,14
5,31,199,127
35,185,123,19
120,25,111,198
14,25,117,32
152,13,172,184
7,156,104,90
66,158,165,121
123,127,33,109
68,149,41,31
191,158,146,184
52,173,9,187
117,37,175,23
32,56,71,157
93,5,194,62
122,87,11,38
110,84,100,187
199,164,140,76
131,59,175,120
71,72,27,76
93,60,6,176
150,19,132,18
11,157,94,116
54,95,94,30
158,164,37,81
71,178,3,102
191,85,120,105
43,138,158,41
110,28,161,189
192,135,181,146
115,159,98,3
62,43,187,47
16,124,171,35
108,1,24,19
38,194,66,7
5,165,129,128
104,79,91,36
197,13,139,130
132,173,47,120
132,113,134,159
98,192,105,51
166,23,131,89
120,41,44,199
197,191,199,88
137,179,62,187
168,154,30,192
12,179,53,72
185,72,136,153
40,115,109,186
80,174,173,186
1,104,26,185
143,126,8,112
167,172,140,43
113,180,45,130
152,184,80,86
105,179,80,81
22,15,185,183
190,67,178,159
23,9,21,188
8,120,114,94
163,110,119,21
42,34,178,99
44,125,153,79
51,121,132,146
134,101,7,64
121,91,89,75
191,185,182,102
18,29,150,67
163,105,44,28
95,185,131,20
59,39,81,67
139,176,93,44
1,146,18,177
172,163,110,52
162,193,84,82
95,68,55,187
28,152,131,113
195,132,57,161
89,6,149,3
54,137,168,35
157,85,173,81
71,119,61,192
112,61,57,8
165,147,67,148
77,173,153,67
102,191,17,144
53,0,136,128
72,122,83,78
12,155,140,195
98,134,42,66
29,33,119,79
188,90,52,42
9,68,34,145
97,177,3,33
196,158,160,185
134,140,93,12
90,40,27,22
52,145,122,76
151,68,139,171
76,198,30,194
194,48,186,174
173,71,127,8
72,22,177,65
136,91,84,178
146,18,53,165
127,169,119,179
97,55,96,90
70,24,85,34
34,143,141,188
148,149,67,139
140,104,146,35
57,11,121,183
129,59,136,25
186,174,118,35
34,177,162,9
140,99,64,103
36,18,106,127
100,48,138,68
122,20,78,127
17,77,56,99
83,17,134,144
110,169,192,4
81,5,93,174
128,72,27,113
122,18,173,129
18,71,132,74
111,190,193,58
34,51,147,44
172,43,15,48
146,112,185,91
89,168,33,39
73,100,102,183
147,72,148,195
126,112,45,41
11,33,62,152
116,89,199,29
75,8,184,65
78,196,145,90
175,105,49,137
125,49,177,82
116,193,126,5
104,8,181,28
95,46,165,28
19,179,22,148
2,1,145,9
83,136,153,38
32,21,152,179
173,101,32,161
111,64,44,150
16,6,114,9
167,164,112,54
18,23,184,40
197,12,81,27
46,133,163,143
29,149,57,12
57,46,21,45
129,11,95,169
124,136,30,156
42,176,155,48
147,64,45,113
165,42,188,83
54,88,178,139
104,119,59,53
75,131,64,116
89,195,168,134
118,12,56,72
22,105,164,124
62,51,193,40
187,63,109,4
187,190,136,161
156,155,150,22
105,46,7,189
130,17,143,16
180,160,136,54
133,79,163,148
178,182,41,94
70,55,147,183
7,172,3,156
45,117,16,11
30,94,196,53
143,13,174,123
47,31,52,185
17,165,91,178
192,7,170,101
12,192,84,62
63,148,111,79
187,30,113,32
30,171,190,145
16,1,84,180
30,132,107,9
91,41,199,101
84,44,171,3
162,150,74,94
95,94,67,123
155,137,171,149
195,123,1,128
138,114,133,183
78,43,54,33
90,182,19,151
190,128,88,142
120,103,69,125
181,112,108,167
150,25,5,154
84,74,8,128
151,155,197,180
193,128,166,174
192,36,2,61
105,20,54,165
126,11,113,50
23,58,89,92
80,144,185,16
76,81,152,92
0,63,124,79
17,73,183,182
100,7,153,150
68,88,162,193
166,164,145,101
160,10,81,100
12,13,190,127
88,179,197,51
158,192,0,115
44,110,43,95
126,121,195,36
134,120,186,18
125,102,141,78
177,15,122,127
109,198,96,7
42,38,187,112
177,109,116,41
44,39,79,143
41,150,122,105
172,113,134,12
48,170,84,190
184,136,161,172
10,70,179,114
196,39,151,0
68,51,37,169
168,107,104,21
2,61,167,21
110,195,179,156
85,68,4,160
104,18,92,140
187,25,67,134
186,81,158,9
197,44,143,198
78,79,146,29
157,29,190,155
35,157,28,111
44,68,75,96
175,98,187,120
133,152,18,37
174,84,30,122
68,11,93,106
13,110,122,8
163,117,52,145
187,59,153,195
86,65,158,168
189,66,110,130
8,21,121,46
153,34,50,74
45,1,84,32
123,108,147,99
79,7,33,13
132,115,188,74
159,98,100,41
31,23,184,95
172,173,197,10
85,116,109,91
17,14,143,187
31,167,73,194
143,83,188,33
131,130,116,52
42,176,165,41
180,70,62,1
7,180,168,192
196,43,90,180
183,167,102,187
152,67,56,87
36,147,50,170
58,7,6,89
161,23,20,95
39,121,49,1
103,166,163,80
78,0,162,181
15,185,182,155
82,161,88,76
144,37,66,47
67,0,88,78
69,45,15,33
175,115,24,112
39,5,114,70
86,190,183,171
33,10,73,108
103,80,147,107
178,90,19,155
88,64,198,76
144,15,61,105
163,158,130,145
22,100,131,72
113,45,128,3
128,127,132,199
85,162,193,50
183,16,187,1
115,36,166,34
110,155,47,127
52,173,88,26
173,19,134,29
41,155,76,138
116,196,109,8
66,70,104,177
88,127,109,93
9,153,199,34
75,134,177,95
195,112,90,85
72,101,123,76
100,186,144,85
97,63,50,39
37,36,160,153
4,169,115,111
157,65,114,104
35,43,168,105
64,19,21,1
165,99,67,131
105,27,88,49
76,63,130,99
17,55,125,82
110,199,75,67
46,45,26,181
128,19,37,29
87,129,137,124
7,2,121,196
81,115,56,175
17,1,141,152
69,14,94,109
53,132,151,9
60,62,22,142
15,159,5,164
175,106,151,170
97,62,190,111
176,81,170,100
28,136,90,99
182,19,39,37
176,72,164,110
89,193,159,28
182,47,11,183
106,159,31,174
192,106,151,65
171,161,192,182
6,10,115,41
7,16,8,56
103,37,127,129
90,74,12,159
120,47,2,66
110,164,71,172
70,38,166,97
34,33,71,123
60,119,193,10
170,5,82,23
126,62,163,125
71,103,46,199
144,24,123,16
3,160,70,171
58,79,95,130
5,88,47,24
78,98,179,8
5,63,70,94
168,36,44,41
186,34,24,181
150,127,100,181
70,199,27,6
21,28,183,181
162,133,147,21
40,172,190,85
68,198,95,150
1,74,56,185
160,102,127,71
184,50,81,165
192,30,115,32
42,142,10,119
76,66,84,126
128,137,50,197
6,85,104,148
30,183,111,17
126,50,155,161
189,67,62,51
32,184,82,36
43,87,120,42
71,137,176,98
34,33,189,73
158,98,84,49
145,126,20,29
96,189,157,164
141,167,93,74
0,86,190,146
99,11,133,195
82,151,35,37
135,132,61,90
45,51,35,11
1,40,34,116
154,177,65,38
37,83,85,54
113,84,28,159
12,139,90,97
51,87,107,177
167,2,152,110
168,81,0,67
61,132,77,98
100,7,158,104
189,62,181,182
20,39,93,196
121,137,24,61
115,89,174,112
1,156,67,190
97,189,164,163
67,12,89,30
55,62,101,144
132,177,145,151
50,14,28,163
55,43,29,172
86,131,180,77
53,70,150,157
177,95,46,61
173,15,90,44
154,121,48,193
46,81,141,182
144,88,11,151
187,27,21,83
92,115,139,76
48,69,80,64
45,93,175,191
168,121,123,52
82,166,65,94
38,1,89,152
61,172,130,193
163,90,146,52
104,26,189,107
135,54,149,192
70,78,40,163
104,56,50,105
25,142,95,119
20,68,145,161
131,196,102,30
199,42,0,148
35,160,189,48
150,91,104,53
102,30,189,49
123,39,137,20
152,155,28,111
124,98,197,112
53,0,89,9
52,105,104,50
89,75,139,168
98,22,63,131
131,64,97,118
105,38,166,88
67,27,83,127
113,179,54,57
121,17,95,87
76,44,27,93
130,74,26,160
138,120,144,97
90,153,125,189
64,66,111,37
199,32,157,26
179,193,30,0
130,50,194,66
8,98,113,96
178,72,52,98
67,152,2,46
192,188,132,111
84,157,161,154
35,153,174,52
98,101,20,9
198,41,107,52
52,5,88,77
103,144,80,160
123,9,73,12
148,110,62,108
46,124,159,130
192,182,150,49
72,100,20,143
114,101,143,66
106,7,162,132
184,67,25,22
196,157,162,85
106,32,132,92
116,141,111,163
163,183,24,7
89,78,73,7
14,130,163,194
13,20,186,136
112,2,19,132
67,158,174,164
182,19,192,102
108,188,27,111
20,194,121,197
73,145,64,169
48,192,78,160
113,167,16,57
52,15,144,166
183,118,196,157
121,49,73,40
157,104,37,2
42,119,40,59
84,190,133,92
196,41,50,5
139,108,116,7
107,149,90,26
147,117,79,31
109,77,16,89
148,150,146,50
39,82,172,72
87,98,172,190
131,101,69,173
99,79,132,40
14,90,92,117
159,21,28,112
68,80,120,130
4,105,79,89
91,48,83,57
36,134,46,31
80,54,32,11
7,6,50,118
119,189,11,106
47,161,36,180
39,13,177,152
159,97,164,172
151,135,124,104
155,5,197,137
72,38,165,32
195,158,24,28
145,163,64,38
4,83,27,159
118,76,164,110
152,127,153,102
63,158,13,134
133,52,198,194
24,47,8,153
59,50,95,49
137,44,87,186
94,147,51,31
198,33,148,113
91,160,26,140
98,121,96,193
116,114,31,168
48,167,66,61
144,194,113,24
30,185,52,140
120,83,172,66
4,184,60,35
82,62,188,51
168,188,155,96
115,146,136,135
188,111,30,97
161,34,85,97
113,134,23,94
147,93,68,162
26,194,118,148
161,50,51,124
161,40,87,196
135,86,168,160
21,193,42,169
190,132,185,56
21,147,32,144
137,11,163,116
167,35,55,145
183,13,106,116
177,39,8,36
133,130,55,38
93,63,162,19
28,67,134,119
54,196,40,162
199,140,35,2
36,165,163,7
92,65,95,110
145,148,131,151
140,68,165,166
59,175,49,106
69,153,74,67
191,107,159,4
176,62,74,57
194,188,9,55
164,123,52,112
162,173,126,42
89,168,165,66
14,171,64,31
66,41,91,47
137,15,22,136
45,156,139,127
118,159,96,188
16,99,88,138
98,192,59,196
0,93,19,12
137,113,148,30
60,94,135,194
65,108,41,10
50,1,14,6
89,32,145,153
81,102,76,196
95,104,16,152
41,134,72,47
130,169,148,163
53,116,93,124
56,23,87,33
156,90,34,107
9,156,57,65
188,29,95,150
48,164,115,140
172,186,59,141
85,147,6,70
193,89,78,105
82,187,190,81
171,188,120,11
57,86,121,2
38,182,177,37
4,173,132,20
5,170,120,117
45,137,159,118
152,63,86,189
20,159,60,17
123,193,73,159
131,27,117,122
7,134,167,190
95,18,195,5
54,161,118,45
6,104,178,158
137,179,7,113
152,126,40,185
192,197,32,64
125,38,190,117
60,45,184,155
59,20,86,124
176,27,121,85
126,190,13,33
162,61,188,160
96,64,23,77
63,173,97,18
132,190,145,45
67,64,119,100
34,55,4,130
74,164,181,158
179,8,104,132
122,72,16,4
117,33,103,150
168,11,18,50
92,13,76,61
179,198,172,27
24,124,183,180
42,106,124,116
29,54,142,65
25,1,23,113
96,22,107,162
148,180,2,138
122,3,186,141
186,72,92,63
1,124,162,182
175,140,3,24
22,85,161,29
83,79,172,175
145,127,104,39
138,54,178,102
4,137,160,119
197,192,160,91
154,116,91,76
149,40,172,24
152,99,182,108
104,191,155,44
183,151,34,177
75,64,38,43
196,5,102,35
5,8,143,38
177,70,193,27
95,24,54,92
27,144,67,113
55,136,89,137
33,122,161,79
43,180,30,184
69,8,162,94
64,153,112,114
40,92,25,82
98,58,82,141
69,148,167,123
62,155,22,34
56,23,94,86
36,32,160,93
41,82,101,95
182,37,188,92
88,6,22,178
16,140,71,185
65,196,153,133
135,47,172,69
94,4,189,114
158,183,162,14
113,33,81,69
128,149,197,25
182,86,167,4
155,129,69,77
121,41,98,38
177,64,110,43
135,9,87,58
195,168,63,18
181,148,187,97
137,186,130,77
145,65,104,198
23,172,95,28
127,167,117,190
58,23,169,88
21,14,17,118
158,196,99,198
82,149,121,14
33,84,7,146
186,162,158,12
19,21,12,67
139,61,51,143
23,46,111,76
155,198,4,183
190,189,13,66
192,28,7,1
196,84,199,30
114,79,189,182
4,81,62,132
79,194,87,117
53,163,169,142
161,180,98,154
38,148,195,117
27,161,77,172
135,170,185,119
162,5,74,133
178,114,161,142
124,191,38,50
155,103,79,72
140,158,147,10
161,143,15,149
29,118,85,53
21,177,112,114
100,13,11,96
175,186,5,53
77,83,99,177
148,37,105,165
78,2,157,129
39,128,179,125
35,60,8,95
94,127,146,25
56,133,194,31
178,81,127,16
79,124,26,24
6,120,90,83
76,168,135,37
188,48,106,37
57,65,199,159
54,90,176,115
22,180,121,186
95,144,34,26
72,182,172,61
74,55,29,80
168,2,197,183
44,190,130,192
183,12,163,125
69,109,126,110
79,56,102,73
61,162,34,112
96,23,51,5
187,184,170,17
130,25,7,179
20,32,92,185
153,91,52,19
178,4,12,144
151,4,48,95
172,107,163,29
62,112,139,83
44,39,72,84
164,161,82,114
195,173,47,97
70,98,182,132
108,59,49,80
113,141,171,4
164,124,9,156
94,48,190,42
10,138,80,166
6,158,194,64
101,72,80,166
194,82,50,81
44,131,105,165
184,93,19,114
3,30,166,163
166,135,32,97
31,7,116,179
16,27,15,194
85,2,174,24
176,148,24,151
178,186,45,13
126,114,142,24
6,138,197,51
93,175,121,38
88,9,59,105
142,92,24,136
30,28,126,39
163,154,133,185
51,114,188,80
158,93,110,58
103,116,113,119
160,158,108,120
115,119,9,73
188,65,86,120
111,119,65,37
194,73,98,179
107,79,23,168
168,141,187,59
149,186,191,159
42,145,159,163
113,116,186,138
36,177,34,88
114,140,72,171
66,112,136,7
10,147,2,117
8,55,37,156
125,1,102,180
5,0,180,164
27,56,187,42
17,6,32,0
74,56,51,21
152,167,145,18
25,110,186,84
58,163,173,138
13,93,142,89
14,23,78,49
24,82,153,150
14,133,0,19
35,95,134,29
83,12,64,193
39,136,72,36
31,35,196,116
111,1,57,32
73,149,136,160
136,188,118,40
184,186,7,173
93,16,19,59
141,106,75,142
2,170,1,153
106,1,44,51
143,14,84,193
156,159,67,3
106,97,189,129
67,25,164,150
180,83,52,160
23,20,191,68
35,117,77,128
21,72,95,196
111,2,116,183
102,122,155,179
12,152,77,74
186,120,173,159
18,42,33,9
36,95,193,71
157,6,150,91
178,125,142,32
155,127,3,129
158,29,20,145
141,167,127,113
136,95,101,115
83,8,22,132
138,97,153,71
64,104,22,28
144,173,81,14
95,24,107,39
33,182,110,141
123,174,15,199
170,55,50,155
61,90,34,27
51,43,99,135
16,88,22,2
189,55,108,125
80,64,124,81
121,33,55,139
27,48,60,186
87,137,14,86
29,144,102,35
188,49,198,76
122,84,188,156
52,20,147,64
28,70,145,152
12,137,195,91
69,143,86,192
28,186,180,160
169,16,78,153
153,178,90,134
74,134,181,198
37,34,91,183
187,33,76,170
107,99,103,105
192,193,2,172
17,169,62,61
142,172,194,139
74,146,4,145
183,82,132,32
100,89,111,23
28,76,20,102
20,147,0,106
2,55,98,88
183,170,12,55
152,100,70,38
73,147,48,171
154,96,31,117
167,164,194,191
93,170,118,134
193,32,195,148
197,9,81,90
133,125,156,171
86,5,43,114
50,137,89,106
105,14,60,85
47,101,23,189
158,143,139,174
109,133,100,171
142,64,32,0
122,56,106,52
135,138,9,179
160,9,38,47
130,169,112,175
164,44,163,61
168,103,89,25
67,104,143,69
21,140,101,31
36,188,0,196
24,19,37,46
158,100,104,35
142,32,126,116
57,185,91,6
162,39,156,37
77,119,159,158
136,157,127,153
77,122,20,185
34,92,197,163
13,94,41,172
21,168,163,120
135,78,86,139
59,52,93,92
71,198,147,75
3,28,6,91
130,26,56,172
134,54,107,95
140,52,132,14
125,99,72,186
84,111,77,139
60,194,105,170
44,127,62,194
42,121,100,0
110,167,194,63
31,37,84,181
13,29,103,51
26,11,79,132
111,46,90,38
70,169,104,16
17,118,140,93
189,91,146,12
133,24,153,83
55,36,63,155
197,90,63,109
150,165,129,2
17,122,189,60
50,76,83,101
86,46,66,113
139,145,116,183
73,36,138,45
144,136,80,99
64,135,119,199
2,37,64,154
55,174,194,172
49,65,130,86
106,169,76,66
96,116,81,0
3,132,153,194
156,39,69,153
156,74,99,2
139,44,162,5
94,164,160,76
166,73,117,4
199,197,139,122
192,114,122,176
108,102,180,54
88,40,54,126
37,177,128,193
57,160,171,178
148,35,174,61
158,64,107,195
76,137,83,84
186,96,130,160
152,146,39,147
114,2,16,116
59,168,108,53
196,82,29,112
16,95,97,194
174,113,131,153
97,153,32,120
41,165,195,185
198,65,29,20
96,158,118,148
21,151,76,43
16,59,189,28
78,188,59,162
81,185,102,141
32,65,133,163
55,49,166,144
178,95,80,28
85,161,40,39
169,89,40,124
118,45,161,172
104,57,13,170
13,25,74,117
105,106,112,140
13,97,32,19
161,66,154,42
165,60,132,74
153,50,132,170
146,72,35,9
185,194,149,8
186,22,93,145
190,182,150,8
162,97,133,145
82,12,66,152
102,1,159,92
69,8,40,164
177,29,157,39
36,47,170,54
120,116,86,40
11,44,106,180
27,133,35,86
155,128,19,100
189,76,152,28
195,47,180,48
169,117,184,126
96,22,98,166
183,86,122,60
30,166,8,113
122,34,97,61
116,185,152,157
189,25,24,170
191,146,180,166
187,19,162,100
7,44,117,28
178,181,79,185
84,142,153,83
161,65,69,151
134,162,63,34
119,38,170,117
157,38,150,177
137,174,62,197
92,118,139,187
45,5,87,53
101,155,93,104
81,158,28,157
89,20,132,96
146,178,46,12
19,83,124,80
157,164,195,115
172,40,7,154
89,71,63,8
186,7,87,36
63,57,112,87
